Code,Date,Open,High,Low,Close,Volume
IXI,20260722,97.1,97.1,96.52,96.86,1856
IXJ,20260722,140.22,140.22,139.15,140,11949
IXR,20260722,0.355,0.355,0.325,0.33,494790
IXRO,20260722,0.11,0.11,0.11,0.11,0
IYLD,20260722,99.48,99.5,99.41,99.48,1804
IZZ,20260722,49.4,49.4,48.71,48.81,84666
J100,20260722,53.75,53.955,53.75,53.86,1351
JAL,20260722,0.045,0.045,0.045,0.045,0
JAN,20260722,0.1,0.105,0.1,0.1,21797
JAT,20260722,0.13,0.13,0.13,0.13,0
JAV,20260722,0.071,0.078,0.071,0.078,146094
JAVOA,20260722,0.03,0.03,0.03,0.03,900000
JAY,20260722,0.006,0.006,0.006,0.006,0
JBH,20260722,79.3,79.355,77.31,78.14,252180
JCS,20260722,0.038,0.038,0.038,0.038,75000
JDO,20260722,0.91,0.915,0.895,0.905,4662220
JDOPA,20260722,111.9,111.9,111.2,111.2,90
JEGA,20260722,45.32,45.35,45.21,45.35,1279
JEME,20260722,83.03,83.06,82,82,7402
JEPI,20260722,48.53,49.05,48.53,48.86,6668
JGH,20260722,0.088,0.092,0.085,0.09,12905405
JGLO,20260722,59.18,59.2,59.1,59.2,983
JHGA,20260722,44.27,44.32,44.27,44.32,161
JHLO,20260722,59.98,59.98,59.98,59.98,0
JHPI,20260722,45.6,45.6,45.6,45.6,101
JHX,20260722,35.11,35.36,34.5,34.85,1826412
JIN,20260722,6.98,7.07,6.89,6.94,154723
JLL,20260722,0.345,0.345,0.325,0.33,168940
JLLO,20260722,0.16,0.16,0.16,0.16,0
JLLOA,20260722,0.09,0.09,0.09,0.09,0
JLLOB,20260722,0.13,0.13,0.13,0.13,0
JMS,20260722,0.265,0.27,0.26,0.265,1637644
JNDQ,20260722,20.71,20.71,20.64,20.69,10508
JNO,20260722,0.025,0.025,0.025,0.025,736
JNS,20260722,0.26,0.26,0.245,0.245,624865
JPEQ,20260722,60.3,60.41,60.19,60.25,6953
JPHQ,20260722,55.92,55.92,55.61,55.61,1712
JPR,20260722,0.025,0.025,0.025,0.025,0
JREG,20260722,86,86.25,85.94,86.17,1887
JRHG,20260722,73.56,73.86,73.51,73.51,583
JYC,20260722,6,6.02,5.95,5.95,25255
KAL,20260722,0.03,0.03,0.03,0.03,91863
KAM,20260722,0.056,0.056,0.055,0.055,26679
KAO,20260722,0.485,0.5,0.48,0.5,57303
KAR,20260722,1.51,1.57,1.505,1.56,5092833
KAT,20260722,1.37,1.37,1.37,1.37,0
KAU,20260722,0.185,0.185,0.175,0.175,892687
KBC,20260722,0.047,0.047,0.047,0.047,0
KCC,20260722,0.9,0.9,0.9,0.9,31000
KCCO,20260722,0.076,0.099,0.076,0.099,59077
KCN,20260722,4.21,4.275,4.06,4.27,1464309
KEY,20260722,0.097,0.11,0.097,0.11,34427
KFM,20260722,0.076,0.077,0.076,0.077,139339
KGL,20260722,0.205,0.22,0.205,0.21,533250
KGN,20260722,4.14,4.15,4.04,4.14,298271
KIT,20260722,1.885,1.885,1.875,1.875,104236
KKC,20260722,2.11,2.12,2.105,2.11,173220
KKO,20260722,0.035,0.035,0.035,0.035,25096
KLI,20260722,0.17,0.18,0.155,0.155,384430
KLR,20260722,0.1,0.1,0.1,0.1,2252
KLS,20260722,4.255,4.27,4.22,4.27,147348
KLV,20260722,0.055,0.058,0.05,0.058,971234
KM1,20260722,0.076,0.08,0.076,0.08,92344
KMD,20260722,1.42,1.43,1.4,1.42,29822
KME,20260722,0.49,0.49,0.485,0.485,10725
KNB,20260722,0.02,0.022,0.02,0.021,1581353
KNG,20260722,0.07,0.07,0.07,0.07,2122
KNGO,20260722,0.002,0.002,0.002,0.002,0
KNI,20260722,0.027,0.027,0.027,0.027,12000
KNIOA,20260722,0.006,0.006,0.006,0.006,0
KNO,20260722,0.024,0.024,0.024,0.024,0
KOA,20260722,3,3.07,3,3.07,671
KOB,20260722,0.029,0.029,0.029,0.029,0
KOR,20260722,0.008,0.008,0.008,0.008,0
KOV,20260722,17.01,17.36,17.01,17.31,4998
KP2,20260722,0.059,0.059,0.059,0.059,0
KPG,20260722,4.2,4.37,4.02,4.02,28976
KPO,20260722,0.016,0.018,0.016,0.017,4508010
KRM,20260722,0.023,0.023,0.023,0.023,90069
KRR,20260722,0.05,0.052,0.05,0.052,291682
KSC,20260722,3.1,3.11,2.95,2.95,6666
KSL,20260722,1.25,1.255,1.2375,1.245,224392
KSN,20260722,0.037,0.037,0.035,0.035,376133
KTA,20260722,0.006,0.0065,0.006,0.006,916675
KTAOD,20260722,0.001,0.001,0.001,0.001,0
KTK,20260722,0.26,0.265,0.25,0.26,28496
KYP,20260722,0.15,0.16,0.15,0.15,26583
KZR,20260722,0.13,0.135,0.125,0.13,397292
L1G,20260722,1.095,1.115,1.08,1.1,1488563
L1HI,20260722,5.45,5.45,5.43,5.43,90000
L1IF,20260722,6.13,6.17,6.13,6.16,20050
L1M,20260722,0.014,0.015,0.013,0.015,1852937
L1MO,20260722,0.001,0.001,0.001,0.001,0
L1MOA,20260722,0.003,0.003,0.003,0.003,50000
LAC,20260722,0.33,0.35,0.325,0.35,211541
LAM,20260722,0.75,0.755,0.75,0.755,650
LAT,20260722,0.088,0.088,0.087,0.087,134
LAU,20260722,0.66,0.665,0.65,0.665,183195
LBL,20260722,0.545,0.565,0.545,0.565,939
LCE,20260722,0.85,0.85,0.85,0.85,0
LCL,20260722,0.007,0.007,0.007,0.007,151000
LCY,20260722,0.0055,0.0055,0.0055,0.0055,33543
LDR,20260722,0.078,0.079,0.077,0.079,45129
LDX,20260722,0.105,0.105,0.094,0.094,4783609
LED,20260722,0.5,0.5,0.49,0.495,8009
LEG,20260722,0.008,0.008,0.008,0.008,583544
LEL,20260722,0.315,0.32,0.315,0.32,152908
LEND,20260722,14.98,14.98,14.7,14.7,35906
LEVR,20260722,1.41,1.415,1.41,1.415,156587
LEX,20260722,0.105,0.12,0.105,0.12,369041
LF1,20260722,1.905,1.91,1.895,1.9,185412
LFG,20260722,3.38,3.38,3.28,3.28,264694
LFS,20260722,0.88,0.895,0.88,0.89,8037
LFSPA,20260722,100.271,100.271,100,100,1962
LFSPB,20260722,99.349,99.35,99,99,1310
LFT,20260722,3.45,3.78,3.4,3.55,57839
LGF,20260722,1.98,1.98,1.9,1.9,305988
LGI,20260722,2.45,2.47,2.36,2.36,14392
LGM,20260722,0.105,0.1075,0.105,0.1075,63337
LGP,20260722,0.08,0.08,0.076,0.076,812823
LHGG,20260722,1.585,1.585,1.58,1.58,4430
LIB,20260722,0.003,0.003,0.003,0.003,1134119
LIBO,20260722,0.003,0.003,0.003,0.003,0
LIC,20260722,5.39,5.39,5.28,5.33,70709
LIN,20260722,0.725,0.75,0.705,0.71,5565918
LIO,20260722,0.01,0.01,0.01,0.01,69711
LIS,20260722,0.1325,0.14,0.125,0.125,7295
LIT,20260722,0.008,0.009,0.008,0.009,1360837
LITOC,20260722,0.001,0.001,0.001,0.001,0
LKE,20260722,0.042,0.043,0.0415,0.042,2844263
LKEO,20260722,0.023,0.023,0.023,0.023,64555
LKO,20260722,0.495,0.495,0.46,0.46,14250
LKY,20260722,0.055,0.0555,0.053,0.054,1719296
LLC,20260722,2.92,2.92,2.82,2.86,2343253
LLM,20260722,0.44,0.445,0.44,0.44,196081
LM1,20260722,0.1725,0.19,0.1725,0.18,189565
LM8,20260722,0.295,0.305,0.295,0.3,197045
LMG,20260722,0.011,0.012,0.01,0.011,12513688
LML,20260722,0.013,0.013,0.0125,0.013,464492
LMLO,20260722,0.006,0.006,0.006,0.006,0
LMS,20260722,0.22,0.23,0.2,0.2,118561
LNAS,20260722,11.84,11.87,11.66,11.66,279558
LNQ,20260722,0.27,0.285,0.27,0.285,72500
LNW,20260722,108.71,111.67,108.71,110.5,173191
LNYN,20260722,1.855,1.855,1.855,1.855,7
LOT,20260722,0.66,0.66,0.66,0.66,0
LOV,20260722,22.01,22.51,21.69,21.85,211120
LPE,20260722,0.08,0.084,0.08,0.084,88130
LPGD,20260722,5.74,5.78,5.72,5.73,150879
LPHD,20260722,10.31,10.31,10.31,10.31,1015
LPM,20260722,0.115,0.115,0.115,0.115,5000
LRD,20260722,0.014,0.014,0.014,0.014,0
LRDO,20260722,0.001,0.001,0.001,0.001,0
LRK,20260722,0.885,0.885,0.885,0.885,0
LRM,20260722,0.023,0.023,0.022,0.023,53905
LRT,20260722,2,2.07,2,2.06,12998
LRV,20260722,1.11,1.16,1.09,1.15,1104904
LSA,20260722,0.11,0.115,0.105,0.105,187518
LSF,20260722,4.32,4.39,4.29,4.37,463042
LSGE,20260722,1.925,1.925,1.905,1.905,13855
LSR,20260722,0.009,0.0095,0.009,0.009,1737127
LSRO,20260722,0.005,0.005,0.005,0.005,181
LSX,20260722,0.845,0.87,0.845,0.87,23397
LTP,20260722,0.49,0.5,0.475,0.475,288673
LTR,20260722,1.23,1.265,1.2225,1.235,36036746
LU7,20260722,0.006,0.006,0.006,0.006,201392
LU7OB,20260722,0.003,0.003,0.003,0.003,0
LUX,20260722,0.2775,0.33,0.2775,0.315,1128058
LVE,20260722,0.105,0.105,0.105,0.105,8401
LYC,20260722,15.35,15.84,14.51,15.38,10600384
LYL,20260722,18.39,18.53,18.15,18.53,3690
M24,20260722,0.018,0.018,0.018,0.018,850000
M2M,20260722,0.006,0.006,0.006,0.006,0
M2MOA,20260722,0.002,0.002,0.002,0.002,0
M2R,20260722,0.003,0.003,0.003,0.003,750000
M2ROA,20260722,0.001,0.001,0.001,0.001,0
M3M,20260722,0.024,0.024,0.024,0.024,87000
M4M,20260722,0.006,0.007,0.006,0.007,1629783
M79,20260722,0.04,0.04,0.04,0.04,500430
M7T,20260722,0.2975,0.305,0.29,0.305,146620
M96,20260722,0.006,0.007,0.006,0.007,4129177
MA1,20260722,1.99,2,1.99,1.995,444939
MA2HA,20260722,98,98,96.6,96.65,537
MAD,20260722,7.42,7.7,7.33,7.7,58233
MAET,20260722,5.49,5.5,5.44,5.44,252480
MAF,20260722,6.14,6.175,6.08,6.1,138439
MAG,20260722,0.03,0.03,0.03,0.03,17250
MAH,20260722,0.97,0.99,0.9575,0.97,3002729
MAM,20260722,0.415,0.415,0.41,0.415,20903
MAN,20260722,0.021,0.021,0.021,0.021,0
MAP,20260722,0.045,0.045,0.045,0.045,521190
MAQ,20260722,65.01,66.57,64.35,65.7,27292
MAT,20260722,0.062,0.066,0.062,0.065,269198
MAY,20260722,0.004,0.005,0.004,0.0045,673682
MAYOA,20260722,0.001,0.001,0.001,0.001,0
MBG,20260722,0.135,0.135,0.135,0.135,0
MBH,20260722,0.071,0.073,0.071,0.073,78842
MBK,20260722,0.012,0.012,0.012,0.012,50287
MBLPC,20260722,101.75,101.85,101.57,101.708,14378
MBLPD,20260722,103.32,104.35,103.32,104.345,4099
MC2,20260722,7.65,7.66,7.65,7.66,1899
MCA,20260722,0.16,0.16,0.16,0.16,50031
MCCL,20260722,18.05,18.06,17.99,17.99,25856
MCE,20260722,0.3975,0.3975,0.3975,0.3975,0
MCGG,20260722,14.78,14.79,14.71,14.73,38276
MCM,20260722,0.265,0.275,0.265,0.275,8633
MCO,20260722,0.021,0.022,0.021,0.022,41057
MCP,20260722,0.14,0.14,0.14,0.14,0
MCY,20260722,5.6,5.65,5.56,5.65,840
MDI,20260722,0.014,0.014,0.014,0.014,1266071
MDX,20260722,0.018,0.018,0.018,0.018,35871
MEC,20260722,1.25,1.26,1.25,1.26,1203
MEG,20260722,0.017,0.017,0.017,0.017,31312
MEI,20260722,0.165,0.175,0.16,0.17,5369218
MEK,20260722,0.1,0.1,0.087,0.094,50528240
MEL,20260722,0.012,0.012,0.012,0.012,154360
MEM,20260722,0.008,0.008,0.007,0.007,143020
MEU,20260722,0.08,0.082,0.08,0.082,1041674
MEX,20260722,0.055,0.055,0.055,0.055,29272
MEZ,20260722,4.64,4.71,4.6,4.71,30780
MFD,20260722,0.14,0.14,0.14,0.14,0
MFF,20260722,5.22,5.22,5.15,5.16,274531
MFG,20260722,9.71,9.86,9.69,9.79,394872
MFGO,20260722,0.012,0.012,0.012,0.012,7605
MFOA,20260722,9.96,9.98,9.94,9.98,629
MGA,20260722,0.105,0.105,0.105,0.105,0
MGAO,20260722,0.016,0.016,0.016,0.016,0
MGH,20260722,5.47,5.65,5.44,5.55,1832264
MGL,20260722,0.2,0.2,0.2,0.2,0
MGR,20260722,1.735,1.74,1.71,1.725,7992698
MGT,20260722,0.021,0.021,0.02,0.02,193075
MGTOA,20260722,0.001,0.001,0.001,0.001,0
MGTOF,20260722,0.002,0.002,0.002,0.002,0
MGTOG,20260722,0.003,0.003,0.003,0.003,0
MGU,20260722,0.006,0.006,0.006,0.006,1872628
MGUOA,20260722,0.002,0.002,0.002,0.002,0
MGX,20260722,0.345,0.35,0.34,0.345,145348
MHC,20260722,0.023,0.024,0.023,0.024,50000
MHJ,20260722,0.34,0.34,0.31,0.31,65272
MHK,20260722,0.07,0.07,0.07,0.07,9888
MHM,20260722,0.14,0.14,0.14,0.14,0
MHMO,20260722,0.03,0.03,0.03,0.03,0
MHOT,20260722,123.4,123.4,121.44,121.72,1407
MI6,20260722,0.63,0.65,0.62,0.625,13469399
MICH,20260722,3.09,3.09,3.07,3.07,166557
MIDS,20260722,10.3,10.3,10.26,10.27,42612
MIN,20260722,53.32,54.24,52.97,53.63,1268652
MIO,20260722,0.023,0.023,0.023,0.023,0
MIR,20260722,2.68,2.7,2.64,2.65,233236
MKAX,20260722,2.99,2.99,2.99,2.99,1
MKR,20260722,0.087,0.087,0.084,0.086,2233864
ML8,20260722,0.15,0.15,0.15,0.15,0
MLG,20260722,0.7,0.7,0.695,0.695,5001
MLS,20260722,0.019,0.019,0.019,0.019,33351
MLX,20260722,1.46,1.525,1.445,1.515,2701699
MM1,20260722,0.765,0.775,0.745,0.755,679832
MM8,20260722,0.425,0.4425,0.425,0.44,820523
MMA,20260722,0.4,0.43,0.39,0.425,378535
MME,20260722,0.081,0.081,0.079,0.08,1705759
MMI,20260722,1.32,1.4,1.32,1.345,290164
MMKT,20260722,50.15,50.16,50.15,50.15,8807
MML,20260722,0.011,0.012,0.011,0.012,1127969
MMLO,20260722,0.002,0.002,0.002,0.002,185488
MMR,20260722,0.002,0.002,0.002,0.002,499998
MMROA,20260722,0.003,0.003,0.003,0.003,0
MMS,20260722,19.65,19.72,19.39,19.52,117564
MNB,20260722,0.03,0.031,0.024,0.024,13226307
MNBO,20260722,0.001,0.001,0.001,0.001,0
MNBOC,20260722,0.008,0.008,0.008,0.008,1356142
MNBOD,20260722,0.009,0.009,0.009,0.009,0
MNC,20260722,0.08,0.08,0.08,0.08,0
MND,20260722,29.8,29.8,28.58,28.96,153004
MNE,20260722,0.15,0.15,0.15,0.15,6666
MNRS,20260722,12.2,12.55,12.2,12.54,109236
MOAT,20260722,114.4,114.55,113.91,114.24,23906
MOGL,20260722,3.92,3.92,3.89,3.89,2637
MOH,20260722,0.006,0.006,0.006,0.006,1500665
MOM,20260722,0.002,0.002,0.002,0.002,0
MONY,20260722,50.17,50.17,50.17,50.17,298
MOON,20260722,34.41,35.5,34.41,35.09,737
MOT,20260722,1.6,1.615,1.57,1.6,2248015
MOV,20260722,0.14,0.14,0.14,0.14,0
MP1,20260722,19.28,19.65,19,19.11,1421353
MPK,20260722,0.82,0.82,0.82,0.82,62
MPL,20260722,5.1,5.16,5.07,5.11,6118213
MPP,20260722,1.045,1.045,1.045,1.045,0
MPR,20260722,0.005,0.005,0.005,0.005,0
MPRO,20260722,0.001,0.001,0.001,0.001,0
MPW,20260722,1.91,1.935,1.81,1.89,155302
MPX,20260722,0.1,0.1,0.1,0.1,0
MQAE,20260722,11.92,11.96,11.91,11.91,898703
MQDB,20260722,10.59,10.59,10.56,10.56,16
MQEG,20260722,13.89,13.91,13.86,13.89,92691
MQG,20260722,253.51,255.66,253.17,254.93,404331
MQGPD,20260722,100.97,101.05,100.92,100.95,2673
MQGPE,20260722,101.88,102.25,101.85,101.95,5541
MQGPF,20260722,107.01,107.2,106.54,106.75,4693
MQGPG,20260722,104.15,104.28,103.873,104.2,11351
MQHG,20260722,11.02,11.02,11.02,11.02,0
MQIO,20260722,10.61,10.63,10.61,10.63,10634
MQR,20260722,0.004,0.004,0.004,0.004,400000
MQSD,20260722,50.38,50.39,50.37,50.39,111353
MQWS,20260722,7.92,7.92,7.91,7.91,4246
MQXS,20260722,30.92,30.92,30.92,30.92,4851
MQYM,20260722,49.73,49.74,49.73,49.73,4644
MRD,20260722,0.024,0.025,0.024,0.024,1264032
MRE,20260722,1.96,1.96,1.93,1.95,108003
MRQ,20260722,0.004,0.004,0.004,0.004,2000000
MRQOD,20260722,0.001,0.001,0.001,0.001,0
MRR,20260722,0.015,0.016,0.015,0.016,3541985
MRRO,20260722,0.008,0.008,0.008,0.008,0
MRT,20260722,0.665,0.675,0.65,0.66,369506
MRZ,20260722,0.12,0.12,0.12,0.12,0
MSB,20260722,2.3,2.4,2.3,2.34,2434027
MSG,20260722,0.003,0.003,0.003,0.003,0
MSI,20260722,0.003,0.003,0.003,0.003,0
MSTR,20260722,8.4,8.48,8.33,8.33,2011710
MSV,20260722,0.55,0.57,0.53,0.56,1803266
MTC,20260722,0.165,0.17,0.165,0.17,49489
MTH,20260722,0.2325,0.2325,0.22,0.23,189801
MTHO,20260722,0.14,0.14,0.14,0.14,0
MTL,20260722,0.001,0.001,0.001,0.001,0
MTM,20260722,0.38,0.395,0.37,0.37,1792151
MTO,20260722,2.45,2.46,2.45,2.45,18071
MTS,20260722,2.96,2.965,2.925,2.95,2578744
MTUM,20260722,26.54,26.76,26.52,26.61,24451
MVA,20260722,23.38,23.38,23.06,23.11,47111
MVB,20260722,43.74,43.96,43.68,43.82,10129
MVE,20260722,42.5,42.86,42.5,42.86,23967
MVF,20260722,0.68,0.695,0.67,0.67,718419
MVL,20260722,0.01,0.01,0.01,0.01,50000
MVOL,20260722,35.63,35.66,35.63,35.63,270
MVP,20260722,0.39,0.39,0.375,0.375,272764
MVR,20260722,44.48,44.91,44.48,44.84,24363
MVS,20260722,20.58,20.63,20.5,20.63,9451
MVW,20260722,38.12,38.12,37.95,38.06,280090
MX1,20260722,0.03,0.032,0.029,0.029,1510587
MXI,20260722,1.425,1.425,1.425,1.425,18
MXO,20260722,0.052,0.052,0.052,0.052,0
MXT,20260722,1.935,1.945,1.93,1.93,1317878
MYE,20260722,0.37,0.47,0.37,0.45,3932614
MYG,20260722,2.48,2.51,2.38,2.43,172076
MYR,20260722,0.26,0.265,0.255,0.255,5437240
MYS,20260722,4.79,4.82,4.75,4.76,114274
MYX,20260722,2.75,2.79,2.73,2.77,174805
N1H,20260722,0.08,0.08,0.08,0.08,0
NAB,20260722,39.3,39.5,39.15,39.27,2102250
NABPH,20260722,103.29,103.329,102.96,103.25,20839
NABPI,20260722,106.06,106.06,105.05,105.06,12683
NABPJ,20260722,105,105.417,104.99,105.09,7705
NABPK,20260722,105.76,106.89,105.75,106.5,4981
NAC,20260722,0.54,0.54,0.53,0.53,5866
NACGA,20260722,97.5,98.1,97.5,98.1,101
NACO,20260722,0.001,0.001,0.001,0.001,0
NAE,20260722,0.003,0.003,0.0025,0.0025,50976884
NAEO,20260722,0.001,0.001,0.001,0.001,0
NAG,20260722,0.01,0.01,0.009,0.009,115000
NAN,20260722,3.03,3.035,2.98,3.03,169559
NC1,20260722,0.12,0.12,0.12,0.12,1
NC6,20260722,0.071,0.072,0.07,0.072,303871
NC6OB,20260722,0.01,0.01,0.01,0.01,0
NCC,20260722,0.44,0.445,0.43,0.43,41882
NCCGA,20260722,89,89,89,89,0
NCCO,20260722,0.001,0.001,0.001,0.001,0
NCK,20260722,15.38,15.46,15.07,15.34,270660
NDIA,20260722,59.93,60,59.5,59.5,4255
NDO,20260722,0.35,0.35,0.33,0.335,194094
NDQ,20260722,60.45,60.57,60.17,60.17,187323
NEC,20260722,0.985,0.985,0.96,0.97,2926297
NEM,20260722,132.21,136.19,132.01,135.66,355188
NES,20260722,0.0035,0.0035,0.0035,0.0035,304013
NESO,20260722,0.0015,0.0015,0.0015,0.0015,0
NEU,20260722,17.24,17.52,16.99,17.29,398049
NFL,20260722,0.11,0.11,0.11,0.11,0
NFM,20260722,0.006,0.0065,0.006,0.0065,190541
NFNG,20260722,83.6,84.62,83.6,84.62,154
NGE,20260722,1.225,1.225,1.225,1.225,0
NGI,20260722,2.26,2.41,2.26,2.38,214170
NGS,20260722,0.02,0.022,0.02,0.022,17202
NGSOA,20260722,0.002,0.002,0.002,0.002,0
NGX,20260722,0.088,0.088,0.085,0.085,170000
NGY,20260722,0.04,0.04,0.0385,0.04,868505
NH3,20260722,0.097,0.099,0.096,0.097,176534
NHC,20260722,5.4,5.53,5.36,5.49,1680533
NHE,20260722,0.027,0.028,0.027,0.028,1771635
NHF,20260722,7.34,7.42,7.32,7.39,919301
NHU,20260722,0.087,0.1,0.087,0.099,1300664
NIC,20260722,0.88,0.89,0.87,0.875,7214273
NIM,20260722,0.04,0.045,0.04,0.045,716854
NME,20260722,0.011,0.011,0.011,0.011,0
NMG,20260722,0.044,0.047,0.0435,0.047,17610266
NMR,20260722,0.05,0.051,0.049,0.051,2833027
NMT,20260722,0.018,0.02,0.018,0.02,514103
NNL,20260722,0.175,0.19,0.17,0.175,565668
NNUK,20260722,2.15,2.15,2.14,2.14,118868
NNWH,20260722,1.28,1.285,1.27,1.27,245155
NOL,20260722,1.165,1.165,1.155,1.155,61374
NOR,20260722,0.019,0.023,0.019,0.019,4259792
NOU,20260722,0.12,0.125,0.12,0.12,1486225
NOUO,20260722,0.001,0.001,0.001,0.001,0
NOV,20260722,0.016,0.017,0.014,0.014,650395
NOVO,20260722,0.005,0.005,0.005,0.005,0
NOVOA,20260722,0.002,0.002,0.002,0.002,0
NOX,20260722,0.082,0.086,0.077,0.086,77446
NPM,20260722,0.015,0.015,0.0145,0.015,1391918
NRX,20260722,0.013,0.013,0.012,0.012,587176
NRXO,20260722,0.001,0.001,0.001,0.001,0
NRZ,20260722,0.001,0.001,0.001,0.001,0
NSB,20260722,0.061,0.061,0.061,0.061,0
NSC,20260722,0.325,0.33,0.325,0.33,11271
NSM,20260722,0.021,0.021,0.021,0.021,0
NST,20260722,20.2,20.51,19.88,20.35,5470853
NTD,20260722,0.225,0.225,0.225,0.225,1
NTI,20260722,0.017,0.017,0.017,0.017,0
NTM,20260722,0.003,0.003,0.003,0.003,0
NTU,20260722,0.029,0.029,0.027,0.027,8742924
NUC,20260722,0.085,0.085,0.085,0.085,0
NUF,20260722,2.84,2.895,2.82,2.84,859206
NUGG,20260722,57.67,58.58,57.67,58.49,2621
NUZ,20260722,0.064,0.064,0.063,0.063,416264
NVA,20260722,0.53,0.555,0.53,0.54,152765
NVO,20260722,0.06,0.063,0.06,0.063,244207
NVOO,20260722,0.017,0.017,0.017,0.017,0
NVQ,20260722,0.039,0.039,0.039,0.039,0
NVQOA,20260722,0.002,0.002,0.002,0.002,0
NVU,20260722,0.042,0.045,0.042,0.045,1230222
NVUO,20260722,0.015,0.015,0.015,0.015,350000
NVX,20260722,0.15,0.15,0.14,0.145,2751539
NWH,20260722,7,7.14,6.95,7.04,783721
NWL,20260722,21.83,22.5,21.73,22.37,423654
NWM,20260722,0.007,0.007,0.006,0.007,3400090
NWMO,20260722,0.001,0.001,0.001,0.001,0
NWMOB,20260722,0.001,0.001,0.001,0.001,0
NWS,20260722,44.74,44.74,44.39,44.58,55944
NWSLV,20260722,40.5,40.5,40.5,40.5,127
NX1,20260722,0.011,0.011,0.011,0.011,0
NXD,20260722,0.084,0.084,0.081,0.081,302822
NXG,20260722,13.06,13.2,12.99,13.1,862558
NXL,20260722,1.25,1.285,1.25,1.255,408026
NXM,20260722,0.046,0.046,0.046,0.046,21630
NXN,20260722,0.295,0.295,0.295,0.295,376
NXT,20260722,13.8,14.18,13.775,13.98,2648366
NYM,20260722,0.042,0.042,0.042,0.042,1
NYR,20260722,0.57,0.585,0.535,0.535,579786
NZK,20260722,0.19,0.19,0.19,0.19,0
NZM,20260722,0.885,0.885,0.875,0.885,7176
OAK,20260722,0.072,0.072,0.072,0.072,0
OB1,20260722,0.013,0.013,0.013,0.013,199950
OB1O,20260722,0.001,0.001,0.001,0.001,0
OBL,20260722,1.63,1.63,1.59,1.59,75256
OBM,20260722,1.05,1.11,1.0375,1.105,8612567
OCA,20260722,0.61,0.61,0.61,0.61,0
OCC,20260722,0.72,0.73,0.71,0.72,226469
OCL,20260722,7.15,7.19,6.96,7,175600
OCN,20260722,0.33,0.38,0.32,0.355,1032094
OCT,20260722,0.021,0.021,0.021,0.021,0
OD6,20260722,0.098,0.11,0.098,0.11,1260981
OD6O,20260722,0.051,0.051,0.051,0.051,10000
ODA,20260722,0.105,0.11,0.105,0.105,167080
ODE,20260722,0.021,0.0215,0.021,0.0215,281787
ODY,20260722,0.031,0.032,0.031,0.031,4904989
ODYOA,20260722,0.012,0.012,0.012,0.012,0
OEC,20260722,0.135,0.14,0.13,0.135,221800
OEL,20260722,0.0065,0.007,0.006,0.007,535500
OEQ,20260722,0.19,0.19,0.19,0.19,0
OFX,20260722,0.52,0.53,0.475,0.475,378685
OIL,20260722,0.14,0.155,0.14,0.155,651266
OKJ,20260722,0.046,0.046,0.046,0.046,0
OLH,20260722,0.012,0.012,0.012,0.012,0
OLI,20260722,0.006,0.006,0.006,0.006,0
OLL,20260722,0.019,0.019,0.019,0.019,0
OLY,20260722,0.049,0.049,0.049,0.049,0
OM1,20260722,0.015,0.015,0.015,0.015,0
OM1O,20260722,0.003,0.003,0.003,0.003,0
OMA,20260722,0.61,0.64,0.61,0.62,608484
OMG,20260722,0.006,0.006,0.006,0.006,0
OMGO,20260722,0.001,0.001,0.001,0.001,0
OMH,20260722,0.22,0.235,0.22,0.235,1769
OML,20260722,1.565,1.58,1.55,1.58,234967
OMX,20260722,0.064,0.064,0.064,0.064,0
ONE,20260722,0.17,0.17,0.17,0.17,24
OOO,20260722,8.56,8.7,8.56,8.67,483173
OPH,20260722,2.53,2.53,2.49,2.49,235568
OPPT,20260722,1.635,1.635,1.63,1.63,62112
OR3,20260722,0.072,0.072,0.072,0.072,94327
ORA,20260722,1.45,1.475,1.43,1.465,3444289
ORD,20260722,0.5,0.53,0.5,0.53,44581
ORE,20260722,2.335,2.36,2.31,2.31,2186
ORG,20260722,10.6,10.67,10.27,10.42,5706358
ORI,20260722,23.43,23.43,22.955,22.98,1166915
ORN,20260722,0.023,0.023,0.023,0.023,607
ORP,20260722,0.1,0.1,0.095,0.097,809769
OSL,20260722,1.25,1.28,1.15,1.15,219640
OSLO,20260722,0.015,0.015,0.015,0.015,2500
OSLOC,20260722,0.04,0.04,0.04,0.04,0
OSLOD,20260722,0.45,0.45,0.45,0.45,0
OSLOE,20260722,0.68,0.68,0.68,0.68,0
OSM,20260722,0.655,0.655,0.655,0.655,1468
OSX,20260722,0.0045,0.005,0.0045,0.005,837504
OVT,20260722,0.007,0.008,0.007,0.008,865317
OVTO,20260722,0.001,0.001,0.001,0.001,491
OZBD,20260722,43.78,43.79,43.73,43.74,51968
OZF,20260722,30.78,30.85,30.74,30.81,1481
OZM,20260722,0.086,0.086,0.084,0.084,121544
OZR,20260722,16.6,16.88,16.6,16.79,372439
OZXX,20260722,9.83,9.83,9.8,9.8,29
OZZ,20260722,0.055,0.055,0.055,0.055,0
P1E,20260722,0.034,0.037,0.034,0.035,538898
PAB,20260722,0.0365,0.037,0.0365,0.037,57882
PAC,20260722,11.36,11.36,11.25,11.25,8687
PAF,20260722,1.7,1.73,1.7,1.72,188464
PAR,20260722,0.17,0.18,0.17,0.175,989010
PAROB,20260722,0.075,0.08,0.075,0.08,35175
