Code,Date,Open,High,Low,Close,Volume
AZ9O,20260722,0.008,0.008,0.008,0.008,0
AZI,20260722,0.022,0.022,0.022,0.022,0
AZJ,20260722,4.23,4.32,4.22,4.32,4597596
AZY,20260722,0.61,0.615,0.59,0.6,728040
B1SM,20260722,6.63,6.63,6.63,6.63,0
B4P,20260722,1.295,1.3,1.27,1.27,27453
BAK,20260722,0.23,0.23,0.205,0.205,69154
BAKO,20260722,0.05,0.05,0.05,0.05,0
BANK,20260722,9.88,9.88,9.87,9.87,10525
BAOR,20260722,2.22,2.22,2.19,2.19,231255
BAP,20260722,0.4,0.405,0.385,0.39,3838503
BAS,20260722,0.046,0.046,0.046,0.046,2954
BASO,20260722,0.015,0.015,0.015,0.015,0
BASOD,20260722,0.008,0.008,0.008,0.008,0
BB1,20260722,0.58,0.59,0.56,0.575,291722
BBAB,20260722,21.21,21.21,21.21,21.21,0
BBC,20260722,0.245,0.245,0.245,0.245,325
BBFD,20260722,20.24,20.24,20.24,20.24,0
BBL,20260722,1.3825,1.4,1.3825,1.395,12587
BBN,20260722,1.235,1.235,1.185,1.2,324552
BBOZ,20260722,21.51,21.51,21.3,21.45,285777
BBT,20260722,0.17,0.17,0.17,0.17,13748
BBUS,20260722,23.49,23.6,23.49,23.6,16346
BC8,20260722,0.92,0.94,0.91,0.925,2435682
BCA,20260722,0.3,0.3,0.3,0.3,0
BCC,20260722,0.049,0.049,0.049,0.049,17740
BCI,20260722,0.415,0.45,0.415,0.445,2823286
BCK,20260722,0.011,0.011,0.011,0.011,0
BCM,20260722,0.045,0.045,0.043,0.043,2145873
BCN,20260722,2.7,2.79,2.68,2.79,40263
BCNOD,20260722,1.6,1.6,1.6,1.6,0
BCOM,20260722,12.45,12.49,12.41,12.48,23563
BDCI,20260722,19.78,19.78,19.78,19.78,0
BDM,20260722,0.017,0.017,0.017,0.017,0
BDX,20260722,0.072,0.073,0.072,0.073,37320
BEAR,20260722,7.41,7.41,7.38,7.39,8956
BEL,20260722,0.01,0.01,0.01,0.01,0
BEMG,20260722,37.26,37.34,36.69,36.72,11452
BEN,20260722,10.61,10.77,10.59,10.62,1293914
BENPH,20260722,102.03,102.11,101.95,101.98,5134
BENPI,20260722,106.31,106.31,106.3,106.3,256
BEO,20260722,0.075,0.075,0.075,0.075,1360
BEST,20260722,11.96,11.96,11.96,11.96,0
BET,20260722,0.17,0.175,0.165,0.17,822433
BEZ,20260722,0.09,0.092,0.09,0.092,55089
BFG,20260722,1.47,1.495,1.47,1.49,185924
BFL,20260722,8.18,8.2,8.18,8.19,2650
BGA,20260722,6.14,6.14,6.05,6.09,468531
BGBL,20260722,84.5,84.51,84.29,84.38,45333
BGD,20260722,0.735,0.755,0.735,0.75,125517
BGE,20260722,0.019,0.019,0.019,0.019,19939
BGEO,20260722,0.01,0.01,0.01,0.01,0
BGL,20260722,1.3,1.34,1.3,1.315,6933429
BGP,20260722,3.8,3.8,3.8,3.8,0
BGT,20260722,0.017,0.017,0.017,0.017,0
BHD,20260722,0.25,0.25,0.25,0.25,0
BHL,20260722,0.18,0.185,0.18,0.18,10968
BHM,20260722,0.6,0.64,0.595,0.62,239568
BHMOA,20260722,0.26,0.26,0.26,0.26,1400
BHP,20260722,59.42,60.33,59.42,59.76,6254008
BHYB,20260722,9.84,9.87,9.84,9.85,94203
BILL,20260722,100.66,100.66,100.63,100.65,54523
BIM,20260722,0.125,0.125,0.125,0.125,0
BIMO,20260722,0.025,0.025,0.025,0.025,150870
BIO,20260722,0.255,0.255,0.25,0.255,162436
BIS,20260722,4.32,4.35,4.29,4.29,39309
BIT,20260722,0.003,0.003,0.0025,0.0025,326861
BITO,20260722,0.001,0.001,0.001,0.001,0
BKB,20260722,0.48,0.485,0.47,0.48,239362
BKI,20260722,1.8,1.82,1.79,1.815,1053619
BKT,20260722,0.0115,0.012,0.0115,0.012,187955
BKTOE,20260722,0.002,0.002,0.002,0.002,0
BKY,20260722,0.48,0.5,0.475,0.5,32044
BLG,20260722,0.34,0.345,0.335,0.34,83523
BLS,20260722,0.86,0.9,0.855,0.855,151936
BLU,20260722,0.0035,0.004,0.0035,0.004,113097
BLX,20260722,1.65,1.655,1.585,1.65,68081
BLZ,20260722,0.001,0.001,0.001,0.001,0
BLZO,20260722,0.001,0.001,0.001,0.001,0
BM1,20260722,0.605,0.64,0.605,0.64,438783
BM8,20260722,0.044,0.047,0.044,0.047,87719
BM8O,20260722,0.02,0.02,0.02,0.02,0
BMC,20260722,2.75,2.75,2.54,2.73,177694
BMH,20260722,0.012,0.012,0.012,0.012,85000
BML,20260722,0.385,0.405,0.38,0.39,2722065
BMM,20260722,0.065,0.065,0.065,0.065,10000
BMMO,20260722,0.04,0.04,0.04,0.04,0
BMN,20260722,3.36,3.48,3.33,3.41,660712
BMR,20260722,0.13,0.135,0.13,0.13,33217
BMT,20260722,0.125,0.125,0.12,0.12,109363
BNDS,20260722,23.18,23.19,23.16,23.16,38797
BNKS,20260722,13.89,14.09,13.89,14.09,16992
BNL,20260722,0.006,0.006,0.005,0.006,3851663
BNR,20260722,0.04,0.04,0.04,0.04,94427
BNROA,20260722,0.009,0.009,0.009,0.009,0
BNZ,20260722,2.83,2.92,2.74,2.87,533405
BOA,20260722,0.056,0.059,0.052,0.059,333130
BOC,20260722,0.245,0.245,0.245,0.245,1043
BOE,20260722,1.315,1.34,1.285,1.305,3785806
BOL,20260722,1.85,1.96,1.85,1.96,23660
BOND,20260722,25.18,25.19,25.18,25.19,4431
BOQ,20260722,6.33,6.365,6.27,6.33,1166663
BOQPF,20260722,103.42,103.42,102.71,102.71,985
BOQPG,20260722,104.02,104.65,103.93,104.65,2036
BOT,20260722,0.024,0.024,0.022,0.023,7764544
BP8,20260722,0.002,0.002,0.002,0.002,0
BP8O,20260722,0.001,0.001,0.001,0.001,0
BPG,20260722,0.42,0.42,0.4,0.4,53303
BPH,20260722,0.003,0.003,0.003,0.003,64000
BPHOF,20260722,0.001,0.001,0.001,0.001,0
BPM,20260722,0.165,0.165,0.165,0.165,13500
BPMOB,20260722,0.04,0.04,0.04,0.04,0
BPP,20260722,0.0775,0.0775,0.0775,0.0775,0
BPT,20260722,0.865,0.905,0.855,0.875,11875476
BRE,20260722,3.6,3.86,3.55,3.75,590091
BRG,20260722,30.55,31.09,30.44,30.64,289030
BRI,20260722,1.42,1.42,1.37,1.37,29399
BRK,20260722,0.42,0.42,0.415,0.42,20075
BRL,20260722,0.415,0.415,0.415,0.415,222
BRN,20260722,0.135,0.14,0.13,0.13,3963556
BRU,20260722,0.012,0.013,0.012,0.013,2009999
BRUOA,20260722,0.003,0.003,0.003,0.003,1000000
BRY,20260722,0.015,0.015,0.014,0.015,21949
BRYO,20260722,0.004,0.004,0.004,0.004,725002
BSA,20260722,0.33,0.4,0.3,0.305,1010673
BSL,20260722,31.84,32.4,31.8,32.34,1614118
BSN,20260722,0.023,0.024,0.023,0.024,27006
BSR,20260722,0.44,0.45,0.41,0.42,12163
BST,20260722,0.35,0.365,0.34,0.35,296383
BSUB,20260722,25.72,25.72,25.7,25.72,31607
BSX,20260722,0.042,0.042,0.04,0.04,2683270
BTC,20260722,0.053,0.053,0.053,0.053,0
BTE,20260722,0.044,0.044,0.044,0.044,0
BTI,20260722,1.025,1.04,1.005,1.03,35760
BTL,20260722,0.265,0.3,0.26,0.27,18919437
BTM,20260722,0.155,0.165,0.15,0.16,258274
BTN,20260722,0.014,0.016,0.014,0.016,736074
BTR,20260722,0.325,0.34,0.325,0.335,2263831
BTXX,20260722,20.53,20.53,20.46,20.46,56
BUB,20260722,0.08,0.08,0.078,0.078,1766314
BUGG,20260722,13.55,13.55,13.09,13.1,14633
BUR,20260722,0.022,0.022,0.022,0.022,0
BUS,20260722,0.076,0.076,0.073,0.073,70317
BUX,20260722,0.048,0.049,0.046,0.049,506731
BUXO,20260722,0.001,0.001,0.001,0.001,0
BUY,20260722,0.019,0.019,0.019,0.019,13138
BUYOA,20260722,0.006,0.006,0.006,0.006,0
BVR,20260722,0.335,0.355,0.32,0.32,299147
BVS,20260722,2.45,2.52,2.42,2.48,1808432
BWF,20260722,0.13,0.13,0.125,0.125,43337
BWN,20260722,0.275,0.285,0.265,0.265,216113
BWP,20260722,3.88,3.88,3.82,3.85,1089105
BXB,20260722,19.13,19.275,18.95,19.07,2135611
C1X,20260722,0.097,0.098,0.096,0.098,29325
C29,20260722,0.013,0.013,0.012,0.012,176923
C79,20260722,5.5,5.93,5.45,5.75,269999
C7A,20260722,0.003,0.003,0.003,0.003,500000
CAA,20260722,10.6,10.8,10.33,10.33,1405
CAE,20260722,0.031,0.0325,0.03,0.03,507496
CAF,20260722,0.38,0.38,0.375,0.38,51000
CAM,20260722,0.68,0.68,0.675,0.68,105719
CAMG,20260722,0.982,0.982,0.982,0.982,0
CAN,20260722,0.004,0.005,0.004,0.004,128746
CAQ,20260722,0.009,0.009,0.009,0.009,0
CAR,20260722,25.61,25.855,25.3,25.39,1004702
CAT,20260722,3.6,3.63,3.53,3.59,598032
CAV,20260722,0.082,0.084,0.082,0.083,3575
CAY,20260722,0.087,0.09,0.087,0.089,100100
CAZ,20260722,0.019,0.019,0.019,0.019,40137
CBA,20260722,170.41,171.69,169.65,171.69,1309363
CBAPI,20260722,101.8,102.02,101.8,101.914,4758
CBAPJ,20260722,100.8,100.8,100.62,100.63,3496
CBAPK,20260722,104.21,104.45,103.93,104,6498
CBAPL,20260722,103.01,103.3,102.833,103.05,17169
CBAPM,20260722,106.05,106.699,105.57,105.6,11382
CBE,20260722,0.265,0.285,0.265,0.27,3634131
CBEO,20260722,0.21,0.21,0.21,0.21,50000
CBL,20260722,0.066,0.07,0.066,0.07,19245
CBO,20260722,3.42,3.46,3.25,3.31,1083271
CBY,20260722,0.042,0.042,0.042,0.042,5784
CC5,20260722,0.019,0.019,0.0185,0.0185,70003
CC9,20260722,0.055,0.055,0.055,0.055,65738
CC9O,20260722,0.011,0.011,0.011,0.011,0
CCA,20260722,0.065,0.065,0.052,0.054,7201151
CCE,20260722,0.2,0.25,0.2,0.245,1788398
CCG,20260722,0.085,0.087,0.085,0.087,27186
CCL,20260722,4.78,4.92,4.78,4.86,435214
CCM,20260722,0.025,0.025,0.023,0.025,169088
CCO,20260722,0.002,0.002,0.002,0.002,0
CCP,20260722,13.13,13.4,13.1,13.33,317479
CCR,20260722,0.125,0.125,0.12,0.12,239137
CCV,20260722,0.315,0.33,0.315,0.33,2120136
CCX,20260722,0.06,0.06,0.052,0.052,463156
CD1,20260722,0.31,0.31,0.31,0.31,32045
CD2,20260722,0.335,0.335,0.33,0.33,15018
CD3,20260722,0.945,0.945,0.945,0.945,1014
CDA,20260722,41.97,42.38,41.76,42.26,168962
CDE,20260722,0.008,0.008,0.007,0.007,2196507
CDM,20260722,0.79,0.79,0.78,0.785,200184
CDO,20260722,2.4,2.4,2.4,2.4,0
CDP,20260722,5.49,5.5,5.43,5.45,10352
CDR,20260722,0.024,0.024,0.024,0.024,0
CDT,20260722,0.07,0.07,0.07,0.07,0
CEH,20260722,0.58,0.58,0.515,0.54,4968627
CEL,20260722,0.125,0.13,0.12,0.125,2683580
CEN,20260722,7.64,7.64,7.5,7.5,137771
CETF,20260722,64.39,64.54,64.22,64.29,462
CF1,20260722,0.032,0.032,0.032,0.032,0
CFLO,20260722,19.43,19.45,19.42,19.44,26287
CG1,20260722,0.07,0.07,0.07,0.07,0
CG1O,20260722,0.035,0.035,0.035,0.035,0
CGF,20260722,10.62,10.7,10.58,10.63,1152843
CGFPD,20260722,106.04,106.04,105.5,105.7,2112
CGHE,20260722,1.415,1.415,1.415,1.415,0
CGO,20260722,0.09,0.09,0.09,0.09,0
CGR,20260722,0.088,0.09,0.088,0.09,10323
CGS,20260722,2.72,2.73,2.62,2.63,135327
CGUN,20260722,1.365,1.365,1.36,1.36,4
CHC,20260722,22.55,22.88,22.42,22.49,981049
CHI,20260722,2.63,2.63,2.63,2.63,0
CHL,20260722,0.185,0.185,0.18,0.18,569560
CHM,20260722,0.041,0.042,0.041,0.042,106100
CHN,20260722,1.13,1.16,1.1225,1.125,1520431
CHR,20260722,0.089,0.09,0.089,0.09,6580
CHRCB,20260722,0.016,0.016,0.016,0.016,0
CHW,20260722,0.87,0.87,0.87,0.87,16
CIA,20260722,3.92,3.965,3.88,3.91,1591872
CIIH,20260722,1.515,1.515,1.51,1.515,198348
CIMHA,20260722,99.69,99.71,99.32,99.32,3897
CIN,20260722,33.89,33.89,33.89,33.89,12
CINPA,20260722,2.3,2.3,2.3,2.3,0
CIP,20260722,2.96,2.96,2.9,2.95,1664384
CIVH,20260722,1.145,1.145,1.145,1.145,414
CIW,20260722,0.3,0.3,0.3,0.3,0
CKA,20260722,0.06,0.06,0.055,0.055,131150
CKF,20260722,7.8,7.86,7.7,7.79,853922
CL8,20260722,0.013,0.013,0.013,0.013,0
CLA,20260722,0.005,0.0055,0.005,0.005,2855426
CLAOA,20260722,0.003,0.003,0.003,0.003,0
CLDD,20260722,13.32,13.34,13.27,13.33,25644
CLG,20260722,0.027,0.027,0.025,0.025,324122
CLNE,20260722,8.51,8.96,8.51,8.9,26827
CLU,20260722,0.007,0.007,0.007,0.007,0
CLV,20260722,0.8825,0.89,0.8825,0.89,859
CLW,20260722,3.69,3.71,3.63,3.67,2065625
CLX,20260722,2.59,2.59,2.52,2.52,4831
CLZ,20260722,0.001,0.001,0.001,0.001,0
CMA,20260722,0.9325,0.95,0.915,0.95,33635
CMB,20260722,0.43,0.43,0.43,0.43,5070
CMD,20260722,0.023,0.029,0.023,0.027,715183
CMDO,20260722,0.007,0.008,0.007,0.008,101643
CMG,20260722,0.079,0.079,0.077,0.077,54533
CML,20260722,0.325,0.325,0.325,0.325,80
CMM,20260722,12.41,12.68,12.29,12.65,2027756
CMMO,20260722,8,8,8,8,0
CMO,20260722,0.007,0.007,0.007,0.007,35708
CMOO,20260722,0.002,0.002,0.002,0.002,0
CMOOA,20260722,0.001,0.001,0.001,0.001,0
CMP,20260722,0.23,0.23,0.23,0.23,2400
CMW,20260722,0.435,0.435,0.42,0.43,1987779
CMX,20260722,0.026,0.026,0.026,0.026,0
CNB,20260722,0.505,0.52,0.505,0.505,460160
CND,20260722,0.02,0.021,0.02,0.021,2851161
CNEW,20260722,7.69,7.78,7.62,7.62,83759
CNI,20260722,1.7,1.705,1.635,1.655,3243760
CNJ,20260722,0.008,0.008,0.007,0.007,128766
CNJO,20260722,0.004,0.004,0.004,0.004,0
CNQ,20260722,0.48,0.49,0.47,0.48,69466
CNU,20260722,8,8.06,7.93,8.01,323666
COB,20260722,0.067,0.069,0.067,0.069,216570
COD,20260722,0.115,0.115,0.11,0.115,174381
CODO,20260722,0.042,0.042,0.042,0.042,0
COF,20260722,0.89,0.89,0.865,0.87,2848486
COG,20260722,1.39,1.395,1.35,1.35,161778
COH,20260722,116.22,116.62,112.19,112.19,675665
COI,20260722,0.089,0.09,0.087,0.09,2606089
COL,20260722,23.17,23.4,23.08,23.4,2197364
COMP,20260722,50.08,50.08,50.08,50.08,19
CORE,20260722,11.8,11.8,11.69,11.7,52470
COS,20260722,0.2,0.2,0.2,0.2,216
COV,20260722,0.35,0.355,0.35,0.355,115093
COY,20260722,0.004,0.004,0.004,0.004,182383
CP8,20260722,0.12,0.12,0.12,0.12,12000
CP8O,20260722,0.02,0.02,0.019,0.02,286001
CPM,20260722,0.06,0.061,0.06,0.06,424289
CPMO,20260722,0.001,0.001,0.001,0.001,0
CPN,20260722,0.115,0.125,0.115,0.125,1198519
CPO,20260722,0.012,0.012,0.012,0.012,2404820
CPPR,20260722,9.95,9.99,9.9,9.9,25210
CPU,20260722,39.48,39.91,39.31,39.89,602243
CPV,20260722,0.083,0.085,0.082,0.083,457020
CQE,20260722,2.61,2.61,2.56,2.57,415244
CQR,20260722,3.9,3.91,3.835,3.88,1366473
CQT,20260722,0.021,0.021,0.021,0.021,253431
CR1,20260722,0.12,0.12,0.12,0.12,0
CR3,20260722,0.0085,0.009,0.008,0.008,2820297
CR3O,20260722,0.001,0.001,0.001,0.001,0
CR3OD,20260722,0.001,0.001,0.001,0.001,0
CR3OE,20260722,0.003,0.003,0.003,0.003,0
CRB,20260722,0.008,0.008,0.008,0.008,0
CRD,20260722,0.56,0.56,0.545,0.545,84417
CRED,20260722,22.71,22.75,22.71,22.72,76568
CRI,20260722,0.018,0.019,0.018,0.018,475680
CRN,20260722,0.17,0.175,0.17,0.17,1462801
CRR,20260722,0.007,0.007,0.007,0.007,0
CRRO,20260722,0.004,0.004,0.004,0.004,0
CRS,20260722,0.082,0.084,0.079,0.084,2411204
CRYP,20260722,7.77,7.79,7.68,7.68,53980
CSC,20260722,13.45,13.59,13.38,13.38,928979
CSL,20260722,120.5,120.54,116.6,117.94,1089586
CST,20260722,0.074,0.074,0.074,0.074,6700
CSX,20260722,0.38,0.38,0.38,0.38,5354
CT1,20260722,0.002,0.002,0.002,0.002,0
CTD,20260722,16.07,16.07,16.07,16.07,0
CTE,20260722,1.2,1.2,1.2,1.2,0
CTM,20260722,0.43,0.445,0.41,0.43,1388086
CTN,20260722,0.047,0.048,0.046,0.046,107891
CTNO,20260722,0.045,0.045,0.045,0.045,0
CTO,20260722,0.01,0.01,0.01,0.01,0
CTP,20260722,0.068,0.07,0.068,0.068,555277
CTQ,20260722,0.01,0.01,0.01,0.01,0
CTT,20260722,0.19,0.19,0.1825,0.185,2195293
CU6,20260722,2.27,2.38,2.27,2.34,1802014
CUE,20260722,0.11,0.11,0.11,0.11,48550
CUF,20260722,0.056,0.056,0.055,0.056,478700
CUFO,20260722,0.034,0.034,0.034,0.034,0
CUIV,20260722,1.35,1.35,1.35,1.35,7462
CUL,20260722,0.006,0.006,0.006,0.006,0
CUP,20260722,1.03,1.035,1.02,1.02,197398
CURE,20260722,74.93,74.98,74.41,74.56,1257
CUV,20260722,10.08,10.15,9.75,9.88,84373
CVB,20260722,0.018,0.018,0.018,0.018,105364
CVC,20260722,1.82,1.82,1.82,1.82,0
CVCHB,20260722,100.3,100.3,100.2,100.2,161
CVL,20260722,1.72,1.725,1.695,1.7,1123801
CVN,20260722,0.1,0.105,0.097,0.099,4907425
CVR,20260722,0.275,0.275,0.275,0.275,11820
CVV,20260722,0.25,0.26,0.25,0.255,298344
CVW,20260722,0.65,0.65,0.645,0.645,200052
CWP,20260722,6.98,7.08,6.82,7,72796
CWY,20260722,2.27,2.33,2.25,2.31,23371991
CXL,20260722,0.305,0.35,0.305,0.34,465423
CXO,20260722,0.245,0.2525,0.24,0.24,12779733
CXU,20260722,0.135,0.155,0.1325,0.15,12944200
CXZ,20260722,0.021,0.021,0.02,0.021,2600513
CY5,20260722,0.135,0.14,0.135,0.135,3821625
CYB,20260722,0.042,0.042,0.042,0.042,0
CYC,20260722,0.565,0.565,0.55,0.55,31113
CYG,20260722,0.375,0.375,0.375,0.375,1850
CYL,20260722,5.77,5.95,5.61,5.92,894618
CYM,20260722,0.425,0.45,0.425,0.435,530965
CYP,20260722,0.013,0.013,0.012,0.013,264829
CYQ,20260722,0.005,0.005,0.005,0.005,0
CYV,20260722,0.013,0.013,0.012,0.012,8174765
CZN,20260722,0.08,0.082,0.076,0.081,4304099
CZNOA,20260722,0.007,0.007,0.007,0.007,0
CZR,20260722,0.22,0.22,0.215,0.215,80650
D3E,20260722,0.31,0.31,0.31,0.31,1
DACE,20260722,18.52,18.59,18.52,18.58,46317
DAF,20260722,0.01,0.01,0.01,0.01,0
DAI,20260722,0.41,0.415,0.39,0.41,401827
DAL,20260722,0.068,0.068,0.06,0.067,346795
DALO,20260722,0.05,0.05,0.05,0.05,0
DAOR,20260722,1.8,1.8,1.8,1.8,20800
DAVA,20260722,30.5,30.65,30.5,30.65,10632
DBBF,20260722,25.87,25.9,25.86,25.86,1940
DBF,20260722,0.475,0.49,0.475,0.49,16025
DBI,20260722,5.63,5.7,5.62,5.68,958321
DBO,20260722,0.012,0.015,0.012,0.014,7689035
DCC,20260722,0.026,0.028,0.026,0.027,1530253
DCOR,20260722,51.73,51.73,51.73,51.73,509
DDR,20260722,12.33,12.52,12.21,12.44,417495
DDT,20260722,0.003,0.003,0.003,0.003,0
DEL,20260722,0.094,0.095,0.094,0.095,36643
DEM,20260722,0.097,0.099,0.097,0.097,84520
DES,20260722,0.12,0.12,0.12,0.12,5419
DESO,20260722,0.022,0.022,0.022,0.022,0
DEV,20260722,0.27,0.305,0.27,0.285,2115179
DFGH,20260722,43.14,43.29,43.14,43.25,12235
DFND,20260722,31.7,32.47,31.7,32.47,22360
DGCE,20260722,31.81,31.92,31.81,31.92,23325
DGGF,20260722,27.96,27.96,27.96,27.96,0
DGH,20260722,0.83,0.83,0.83,0.83,0
DGL,20260722,0.3,0.31,0.3,0.31,134677
DGR,20260722,0.031,0.032,0.03,0.032,2305682
DGSM,20260722,38.65,38.65,38.6,38.64,2297
DGT,20260722,2.66,2.66,2.58,2.63,595018
DGVA,20260722,30.13,30.17,30.11,30.17,1217
DHHF,20260722,41.09,41.31,41.09,41.31,42425
DIFF,20260722,10.07,10.07,10.07,10.07,4965
DIVI,20260722,11.31,11.32,11.29,11.3,29744
DJRE,20260722,23.09,23.12,23.04,23.09,18733
DJW,20260722,2.94,2.95,2.92,2.94,184548
DKM,20260722,0.11,0.11,0.11,0.11,0
DLI,20260722,0.16,0.165,0.16,0.16,248543
DLY,20260722,0.2,0.2,0.2,0.2,27842
DM1,20260722,0.0075,0.0075,0.0075,0.0075,236992
DM1O,20260722,0.002,0.002,0.002,0.002,0
DME,20260722,0.047,0.047,0.047,0.047,30000
DMG,20260722,0.006,0.006,0.006,0.006,0
DMNHA,20260722,98.87,98.87,98.55,98.65,1217
DMP,20260722,17.07,17.245,16.77,16.89,256403
DN1,20260722,100.1,100.1,99.95,100.08,1474
DNL,20260722,3.76,3.77,3.72,3.72,1890058
DOC,20260722,0.115,0.115,0.115,0.115,142
DOW,20260722,7.96,8.03,7.905,7.93,1178700
DPM,20260722,50.35,51.52,50.35,51.47,24898
DRE,20260722,0.014,0.015,0.013,0.013,1393165
DRGN,20260722,12.81,12.81,12.3,12.39,45674
DRIV,20260722,11.01,11.12,11.01,11.02,7242
DRO,20260722,2.22,2.245,2.16,2.16,4715351
DRR,20260722,4.27,4.27,4.215,4.26,1346308
DRUG,20260722,8.58,8.59,8.55,8.55,864167
DRX,20260722,0.0125,0.0125,0.012,0.012,3236390
DSK,20260722,0.755,0.76,0.64,0.69,457384
DSM,20260722,0.68,0.72,0.68,0.72,109270
DTEC,20260722,15,15.11,14.95,15.05,7508
DTL,20260722,9.86,10.02,9.76,10,605661
DTM,20260722,0.014,0.014,0.014,0.014,164970
DTMO,20260722,0.001,0.001,0.001,0.001,0
DTMOC,20260722,0.001,0.001,0.001,0.001,0
DTR,20260722,0.14,0.145,0.135,0.14,9506422
DTRO,20260722,0.12,0.12,0.11,0.115,1381050
DTZ,20260722,0.032,0.032,0.032,0.032,0
DTZO,20260722,0.007,0.007,0.007,0.007,0
DUB,20260722,0.0095,0.0095,0.009,0.009,5127102
DUG,20260722,2.105,2.12,2.08,2.11,36703
DUN,20260722,0.05,0.05,0.05,0.05,0
DUR,20260722,2.28,2.34,2.23,2.28,388590
DVL,20260722,0.026,0.027,0.025,0.026,599599
DVP,20260722,5.83,5.96,5.77,5.79,988455
DWG,20260722,0.14,0.14,0.14,0.14,0
DXB,20260722,0.235,0.255,0.23,0.25,1986809
DXC,20260722,2.69,2.7,2.66,2.69,158353
DXI,20260722,2.46,2.46,2.42,2.43,763282
DXN,20260722,0.15,0.16,0.15,0.155,2014918
DXS,20260722,5.76,5.78,5.645,5.72,2251588
DYL,20260722,1.385,1.385,1.33,1.35,4459296
DYM,20260722,0.45,0.45,0.45,0.45,56707
DZZF,20260722,30.92,30.92,30.68,30.7,6592
E200,20260722,26.57,26.57,26.57,26.57,0
E25,20260722,0.24,0.24,0.235,0.24,191109
E79,20260722,0.024,0.024,0.024,0.024,513200
EAFZ,20260722,8.64,8.66,8.52,8.52,428
EARN,20260722,20.01,20.01,20.01,20.01,0
EAX,20260722,0.35,0.35,0.35,0.35,2910
EBND,20260722,10.73,10.74,10.72,10.72,79892
EBO,20260722,18.875,18.875,18.05,18.51,80741
EBR,20260722,0.335,0.335,0.315,0.315,2010989
ECH,20260722,0.355,0.36,0.355,0.355,12229
ECL,20260722,0.94,0.94,0.94,0.94,10000
ECP,20260722,0.76,0.76,0.76,0.76,184
ECPGA,20260722,1.42,1.42,1.42,1.42,0
ECRD,20260722,24.92,24.93,24.92,24.93,2265
ECS,20260722,0.0055,0.0055,0.0055,0.0055,1300000
ECSO,20260722,0.001,0.001,0.001,0.001,0
ECT,20260722,0.105,0.105,0.105,0.105,0
EDE,20260722,0.13,0.13,0.12,0.12,393383
EDEO,20260722,0.074,0.074,0.074,0.074,0
EDEOD,20260722,0.015,0.015,0.015,0.015,0
EDU,20260722,0.955,0.955,0.94,0.95,58045
EDV,20260722,3.35,3.45,3.34,3.45,3435109
EE1,20260722,0.005,0.005,0.005,0.005,0
EFE,20260722,0.031,0.031,0.031,0.031,82000
EG1,20260722,0.022,0.022,0.022,0.022,0
EGA,20260722,0.17,0.175,0.17,0.175,40957
EGG,20260722,0.295,0.295,0.26,0.285,224754
EGH,20260722,0.645,0.65,0.64,0.65,79331
EGL,20260722,0.092,0.095,0.092,0.095,225574
EGR,20260722,0.25,0.25,0.25,0.25,0
EGY,20260722,0.02,0.02,0.02,0.02,0
EHL,20260722,0.98,0.985,0.965,0.985,595629
EIGA,20260722,3.76,3.77,3.74,3.77,669
EIQ,20260722,1.4,1.42,1.35,1.37,2360817
EL8,20260722,0.235,0.25,0.235,0.25,605498
ELD,20260722,5.58,5.59,5.47,5.51,687281
ELS,20260722,7.49,7.5,6.4,6.45,1535940
ELT,20260722,0.305,0.32,0.305,0.32,43216
ELV,20260722,8.06,8.18,7.89,8.09,1002039
EM2,20260722,0.006,0.006,0.006,0.006,1106427
EM2O,20260722,0.002,0.002,0.002,0.002,0
EM3,20260722,0.13,0.135,0.125,0.13,148779
EMA,20260722,0.04,0.04,0.04,0.04,491
EMAO,20260722,0.009,0.009,0.009,0.009,0
EMB,20260722,8.1,8.1,8.1,8.1,0
EMC,20260722,0.12,0.13,0.115,0.13,644401
EMD,20260722,0.047,0.047,0.045,0.045,422356
EME,20260722,0.085,0.089,0.084,0.084,94000
EMH,20260722,0.21,0.235,0.21,0.235,38839
EMKT,20260722,34.86,36.48,34.57,34.63,452678
EML,20260722,0.325,0.335,0.325,0.325,273318
EMN,20260722,0.09,0.09,0.09,0.09,9
EMP,20260722,0.071,0.08,0.071,0.08,68023
EMR,20260722,5.42,5.47,5.27,5.46,1054078
EMT,20260722,0.045,0.045,0.045,0.045,23531
EMU,20260722,0.02,0.02,0.02,0.02,0
EMUCA,20260722,0.002,0.002,0.002,0.002,0
EMV,20260722,1.615,1.64,1.6,1.635,36913
EMVO,20260722,0.072,0.072,0.072,0.072,2247
EMXC,20260722,40.92,41.13,40.37,40.37,20607
ENL,20260722,0.007,0.007,0.007,0.007,145948
ENN,20260722,0.095,0.096,0.089,0.09,243644
ENP,20260722,0.0355,0.036,0.0355,0.036,677312
ENPO,20260722,0.01,0.01,0.01,0.01,157960
ENR,20260722,0.24,0.24,0.24,0.24,115514
ENT,20260722,0.003,0.003,0.003,0.003,2978931
ENV,20260722,0.002,0.0025,0.002,0.0025,1765928
ENVO,20260722,0.001,0.001,0.001,0.001,0
EOL,20260722,10.88,11.08,10.81,10.99,18858
EOS,20260722,7.24,7.41,7.11,7.14,1863300
EPI,20260722,0.315,0.32,0.28,0.28,237762
EPM,20260722,0.013,0.014,0.012,0.014,3952977
EPMO,20260722,0.008,0.008,0.008,0.008,0
